NIVEAU;BRANCHE;LIB_NAF;Tranche de taille d'effectif;Chiffre d'affaires de la branche
a88 ;16;Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie ;De 20 à 249 salariés en ETP ;6068,2
a88 ;16;Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie ;Plus de 250 salariés en ETP ;1547
a272 ;161;Sciage et rabotage du bois ;Ensemble des tranches d'effectif ;3042
a272 ;161;Sciage et rabotage du bois ;De 0 à 9 salariés en ETP ;796,9
a272 ;161;Sciage et rabotage du bois ;De 10 à 19 salariés en ETP ;638,1
a272 ;161;Sciage et rabotage du bois ;De 20 à 249 salariés en ETP ;1341,5
a272 ;161;Sciage et rabotage du bois ;Plus de 250 salariés en ETP ;265,7
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;Ensemble des tranches d'effectif ;8095,1
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 0 à 9 salariés en ETP ;1196,9
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 10 à 19 salariés en ETP ;889
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 20 à 249 salariés en ETP ;4726,8
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;Plus de 250 salariés en ETP ;1281,3
a88 ;17;Industrie du papier et du carton ;Ensemble des tranches d'effectif ;16595,7
a88 ;17;Industrie du papier et du carton ;De 0 à 9 salariés en ETP ;445,8
a88 ;17;Industrie du papier et du carton ;De 10 à 19 salariés en ETP ;401,3
a88 ;17;Industrie du papier et du carton ;De 20 à 249 salariés en ETP ;6684,5
a88 ;17;Industrie du papier et du carton ;Plus de 250 salariés en ETP ;9063,9
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;Ensemble des tranches d'effectif ;6689,9
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 0 à 9 salariés en ETP ;72
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 10 à 19 salariés en ETP ;3,4
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 20 à 249 salariés en ETP ;1863,2
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;Plus de 250 salariés en ETP ;4751,4
a272 ;172;Fabrication d'articles en papier ou en carton ;Ensemble des tranches d'effectif ;9905,7
a272 ;172;Fabrication d'articles en papier ou en carton ;De 0 à 9 salariés en ETP ;373,8
a272 ;172;Fabrication d'articles en papier ou en carton ;De 10 à 19 salariés en ETP ;397,9
a272 ;172;Fabrication d'articles en papier ou en carton ;De 20 à 249 salariés en ETP ;4821,3
a272 ;172;Fabrication d'articles en papier ou en carton ;Plus de 250 salariés en ETP ;4312,5
a88 ;18;Imprimerie et reproduction d'enregistrements ;Ensemble des tranches d'effectif ;S
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 0 à 9 salariés en ETP ;2624,3
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 10 à 19 salariés en ETP ;S
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 20 à 249 salariés en ETP ;S
a88 ;18;Imprimerie et reproduction d'enregistrements ;Plus de 250 salariés en ETP ;S
a272 ;181;Imprimerie et services annexes ;Ensemble des tranches d'effectif ;10413,1
a272 ;181;Imprimerie et services annexes ;De 0 à 9 salariés en ETP ;2568,3
a272 ;181;Imprimerie et services annexes ;De 10 à 19 salariés en ETP ;S
a272 ;181;Imprimerie et services annexes ;De 20 à 249 salariés en ETP ;5529,7
a272 ;181;Imprimerie et services annexes ;Plus de 250 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;Ensemble des tranches d'effectif ;S
a272 ;182;Reproduction d'enregistrements ;De 0 à 9 salariés en ETP ;56
a272 ;182;Reproduction d'enregistrements ;De 10 à 19 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;De 20 à 249 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;Plus de 250 salariés en ETP ;4,2
a88 ;19;Cokéfaction et raffinage ;Ensemble des tranches d'effectif ;66837,7
a88 ;19;Cokéfaction et raffinage ;De 0 à 9 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;De 10 à 19 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;De 20 à 249 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;Plus de 250 salariés en ETP ;58129,3
a272 ;191;Cokéfaction ;Ensemble des tranches d'effectif ;19,5
a272 ;191;Cokéfaction ;De 0 à 9 salariés en ETP ;N
a272 ;191;Cokéfaction ;De 10 à 19 salariés en ETP ;N
a272 ;191;Cokéfaction ;De 20 à 249 salariés en ETP ;N
a272 ;191;Cokéfaction ;Plus de 250 salariés en ETP ;19,5
a272 ;192;Raffinage du pétrole ;Ensemble des tranches d'effectif ;66818,2
a272 ;192;Raffinage du pétrole ;De 0 à 9 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;De 10 à 19 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;De 20 à 249 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;Plus de 250 salariés en ETP ;58109,8
a88 ;20;Industrie chimique ;Ensemble des tranches d'effectif ;68746,2
a88 ;20;Industrie chimique ;De 0 à 9 salariés en ETP ;4581,8
a88 ;20;Industrie chimique ;De 10 à 19 salariés en ETP ;1173,1
a88 ;20;Industrie chimique ;De 20 à 249 salariés en ETP ;20455,6
a88 ;20;Industrie chimique ;Plus de 250 salariés en ETP ;42535,4
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;Ensemble des tranches d'effectif ;39744,8
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 0 à 9 salariés en ETP ;3501,5
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 10 à 19 salariés en ETP ;572,8
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 20 à 249 salariés en ETP ;9795,8
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;Plus de 250 salariés en ETP ;25875,1
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;Ensemble des tranches d'effectif ;2268,9
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 0 à 9 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 10 à 19 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 20 à 249 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;Plus de 250 salariés en ETP ;S
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;Ensemble des tranches d'effectif ;3500
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 0 à 9 salariés en ETP ;73,8
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 10 à 19 salariés en ETP ;S
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 20 à 249 salariés en ETP ;1785,6
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;Plus de 250 salariés en ETP ;S
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;Ensemble des tranches d'effectif ;12477,1
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 0 à 9 salariés en ETP ;597,6
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 10 à 19 salariés en ETP ;204,9
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 20 à 249 salariés en ETP ;3218,2
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;Plus de 250 salariés en ETP ;8456,4
a272 ;205;Fabrication d'autres produits chimiques ;Ensemble des tranches d'effectif ;10407,5
a272 ;205;Fabrication d'autres produits chimiques ;De 0 à 9 salariés en ETP ;380
a272 ;205;Fabrication d'autres produits chimiques ;De 10 à 19 salariés en ETP ;264,3
a272 ;205;Fabrication d'autres produits chimiques ;De 20 à 249 salariés en ETP ;4775,9
a272 ;205;Fabrication d'autres produits chimiques ;Plus de 250 salariés en ETP ;4987,5
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;Ensemble des tranches d'effectif ;348
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 0 à 9 salariés en ETP ;S
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 10 à 19 salariés en ETP ;N
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 20 à 249 salariés en ETP ;S
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;Plus de 250 salariés en ETP ;S
a88 ;21;Industrie pharmaceutique ;Ensemble des tranches d'effectif ;24229,7
a88 ;21;Industrie pharmaceutique ;De 0 à 9 salariés en ETP ;256,1
a88 ;21;Industrie pharmaceutique ;De 10 à 19 salariés en ETP ;125,6
a88 ;21;Industrie pharmaceutique ;De 20 à 249 salariés en ETP ;4311,4
a88 ;21;Industrie pharmaceutique ;Plus de 250 salariés en ETP ;19536,7
a272 ;211;Fabrication de produits pharmaceutiques de base ;Ensemble des tranches d'effectif ;2408,8
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 0 à 9 salariés en ETP ;S
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 10 à 19 salariés en ETP ;S
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 20 à 249 salariés en ETP ;S
a272 ;211;Fabrication de produits pharmaceutiques de base ;Plus de 250 salariés en ETP ;1957,5
a272 ;212;Fabrication de préparations pharmaceutiques ;Ensemble des tranches d'effectif ;21820,9
a272 ;212;Fabrication de préparations pharmaceutiques ;De 0 à 9 salariés en ETP ;S
a272 ;212;Fabrication de préparations pharmaceutiques ;De 10 à 19 salariés en ETP ;S
a272 ;212;Fabrication de préparations pharmaceutiques ;De 20 à 249 salariés en ETP ;S
a272 ;212;Fabrication de préparations pharmaceutiques ;Plus de 250 salariés en ETP ;17579,2
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;Ensemble des tranches d'effectif ;33358,8
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 0 à 9 salariés en ETP ;1517,9
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 10 à 19 salariés en ETP ;1281,1
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 20 à 249 salariés en ETP ;16173,5
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;Plus de 250 salariés en ETP ;14384,1
a272 ;221;Fabrication de produits en caoutchouc ;Ensemble des tranches d'effectif ;8218,8
a272 ;221;Fabrication de produits en caoutchouc ;De 0 à 9 salariés en ETP ;251,8
a272 ;221;Fabrication de produits en caoutchouc ;De 10 à 19 salariés en ETP ;66,7
a272 ;221;Fabrication de produits en caoutchouc ;De 20 à 249 salariés en ETP ;1432,2
a272 ;221;Fabrication de produits en caoutchouc ;Plus de 250 salariés en ETP ;6466,7
a272 ;222;Fabrication de produits en plastique ;Ensemble des tranches d'effectif ;25139,9
a272 ;222;Fabrication de produits en plastique ;De 0 à 9 salariés en ETP ;1266
a272 ;222;Fabrication de produits en plastique ;De 10 à 19 salariés en ETP ;1214,4
a272 ;222;Fabrication de produits en plastique ;De 20 à 249 salariés en ETP ;14741,2
a272 ;222;Fabrication de produits en plastique ;Plus de 250 salariés en ETP ;7917,4
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;Ensemble des tranches d'effectif ;26078,7
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 0 à 9 salariés en ETP ;2950
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 10 à 19 salariés en ETP ;1122,1
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 20 à 249 salariés en ETP ;8491,9
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;Plus de 250 salariés en ETP ;13514,1
a272 ;231;Fabrication de verre et d'articles en verre ;Ensemble des tranches d'effectif ;7064,4
a272 ;231;Fabrication de verre et d'articles en verre ;De 0 à 9 salariés en ETP ;208,9
a272 ;231;Fabrication de verre et d'articles en verre ;De 10 à 19 salariés en ETP ;125
a272 ;231;Fabrication de verre et d'articles en verre ;De 20 à 249 salariés en ETP ;1493
a272 ;231;Fabrication de verre et d'articles en verre ;Plus de 250 salariés en ETP ;5237,5
a272 ;232;Fabrication de produits réfractaires ;Ensemble des tranches d'effectif ;486,4
a272 ;232;Fabrication de produits réfractaires ;De 0 à 9 salariés en ETP ;9,6
a272 ;232;Fabrication de produits réfractaires ;De 10 à 19 salariés en ETP ;S
a272 ;232;Fabrication de produits réfractaires ;De 20 à 249 salariés en ETP ;S
a272 ;232;Fabrication de produits réfractaires ;Plus de 250 salariés en ETP ;S
a272 ;233;Fabrication de matériaux de construction en terre cuite ;Ensemble des tranches d'effectif ;1260,3
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 0 à 9 salariés en ETP ;S
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 10 à 19 salariés en ETP ;S
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 20 à 249 salariés en ETP ;S
a272 ;233;Fabrication de matériaux de construction en terre cuite ;Plus de 250 salariés en ETP ;S
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;Ensemble des tranches d'effectif ;728,4
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 0 à 9 salariés en ETP ;73,2
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 10 à 19 salariés en ETP ;34,3
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 20 à 249 salariés en ETP ;409,6
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;Plus de 250 salariés en ETP ;211,3
a272 ;235;Fabrication de ciment, chaux et plâtre ;Ensemble des tranches d'effectif ;2695,3
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 0 à 9 salariés en ETP ;S
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 10 à 19 salariés en ETP ;60,9
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 20 à 249 salariés en ETP ;S
a272 ;235;Fabrication de ciment, chaux et plâtre ;Plus de 250 salariés en ETP ;S
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;Ensemble des tranches d'effectif ;9873
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 0 à 9 salariés en ETP ;836,3
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 10 à 19 salariés en ETP ;574,5
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 20 à 249 salariés en ETP ;4809,7
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;Plus de 250 salariés en ETP ;3652,2
a272 ;237;Taille, façonnage et finissage de pierres ;Ensemble des tranches d'effectif ;939,4
a272 ;237;Taille, façonnage et finissage de pierres ;De 0 à 9 salariés en ETP ;530,8
a272 ;237;Taille, façonnage et finissage de pierres ;De 10 à 19 salariés en ETP ;S
a272 ;237;Taille, façonnage et finissage de pierres ;De 20 à 249 salariés en ETP ;S
a272 ;237;Taille, façonnage et finissage de pierres ;Plus de 250 salariés en ETP ;S
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;Ensemble des tranches d'effectif ;3031,6
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 0 à 9 salariés en ETP ;1240,6
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 10 à 19 salariés en ETP ;156,3
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 20 à 249 salariés en ETP ;617
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;Plus de 250 salariés en ETP ;1017,3
a88 ;24;Métallurgie ;Ensemble des tranches d'effectif ;32681,9
a88 ;24;Métallurgie ;De 0 à 9 salariés en ETP ;789,2
a88 ;24;Métallurgie ;De 10 à 19 salariés en ETP ;269,7
a88 ;24;Métallurgie ;De 20 à 249 salariés en ETP ;7983,2
a88 ;24;Métallurgie ;Plus de 250 salariés en ETP ;23651,2
a272 ;241;Sidérurgie ;Ensemble des tranches d'effectif ;13681,6
a272 ;241;Sidérurgie ;De 0 à 9 salariés en ETP ;S
a272 ;241;Sidérurgie ;De 10 à 19 salariés en ETP ;S
a272 ;241;Sidérurgie ;De 20 à 249 salariés en ETP ;S
a272 ;241;Sidérurgie ;Plus de 250 salariés en ETP ;12247,7
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;Ensemble des tranches d'effectif ;2715,9
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 0 à 9 salariés en ETP ;S
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 10 à 19 salariés en ETP ;S
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 20 à 249 salariés en ETP ;677,8
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;Plus de 250 salariés en ETP ;2022,8
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;Ensemble des tranches d'effectif ;2544,2
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 0 à 9 salariés en ETP ;72,6
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 10 à 19 salariés en ETP ;105,4
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 20 à 249 salariés en ETP ;1007
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;Plus de 250 salariés en ETP ;1359,4
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;Ensemble des tranches d'effectif ;9513,3
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 0 à 9 salariés en ETP ;S
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 10 à 19 salariés en ETP ;S
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 20 à 249 salariés en ETP ;S
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;Plus de 250 salariés en ETP ;5661,2
a272 ;245;Fonderie ;Ensemble des tranches d'effectif ;4226,9
a272 ;245;Fonderie ;De 0 à 9 salariés en ETP ;S
a272 ;245;Fonderie ;De 10 à 19 salariés en ETP ;115,5
a272 ;245;Fonderie ;De 20 à 249 salariés en ETP ;S
a272 ;245;Fonderie ;Plus de 250 salariés en ETP ;2360,3
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;Ensemble des tranches d'effectif ;50804,2
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 0 à 9 salariés en ETP ;6108,6
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 10 à 19 salariés en ETP ;5497,5
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 20 à 249 salariés en ETP ;25957,7
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;Plus de 250 salariés en ETP ;13226,1
a272 ;251;Fabrication d'éléments en métal pour la construction ;Ensemble des tranches d'effectif ;11552,6
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 0 à 9 salariés en ETP ;1646,5
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 10 à 19 salariés en ETP ;1471,5
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 20 à 249 salariés en ETP ;6568
a272 ;251;Fabrication d'éléments en métal pour la construction ;Plus de 250 salariés en ETP ;1855,4
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;Ensemble des tranches d'effectif ;1562,9
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 0 à 9 salariés en ETP ;S
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 10 à 19 salariés en ETP ;S
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 20 à 249 salariés en ETP ;649,7
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;Plus de 250 salariés en ETP ;846,1
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;Ensemble des tranches d'effectif ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 0 à 9 salariés en ETP ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 10 à 19 salariés en ETP ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 20 à 249 salariés en ETP ;105,4
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;Plus de 250 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;Ensemble des tranches d'effectif ;S
a272 ;254;Fabrication d'armes et de munitions ;De 0 à 9 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;De 10 à 19 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;De 20 à 249 salariés en ETP ;182,7
a272 ;254;Fabrication d'armes et de munitions ;Plus de 250 salariés en ETP ;S
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;Ensemble des tranches d'effectif ;8198,1
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 0 à 9 salariés en ETP ;668,9
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 10 à 19 salariés en ETP ;542
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 20 à 249 salariés en ETP ;4176,9
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;Plus de 250 salariés en ETP ;2809,7
a272 ;256;Traitement et revêtement des métaux - usinage ;Ensemble des tranches d'effectif ;13773,1
a272 ;256;Traitement et revêtement des métaux - usinage ;De 0 à 9 salariés en ETP ;2873,8
a272 ;256;Traitement et revêtement des métaux - usinage ;De 10 à 19 salariés en ETP ;2628
a272 ;256;Traitement et revêtement des métaux - usinage ;De 20 à 249 salariés en ETP ;7509,8
a272 ;256;Traitement et revêtement des métaux - usinage ;Plus de 250 salariés en ETP ;757,2
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;Ensemble des tranches d'effectif ;3572,3
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 0 à 9 salariés en ETP ;359,1
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 10 à 19 salariés en ETP ;344,7
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 20 à 249 salariés en ETP ;1915
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;Plus de 250 salariés en ETP ;952,8
a272 ;259;Fabrication d'autres ouvrages en métaux ;Ensemble des tranches d'effectif ;9471,3
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 0 à 9 salariés en ETP ;457
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 10 à 19 salariés en ETP ;478,4
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 20 à 249 salariés en ETP ;4850,2
a272 ;259;Fabrication d'autres ouvrages en métaux ;Plus de 250 salariés en ETP ;3687,2
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;Ensemble des tranches d'effectif ;24675,3
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 0 à 9 salariés en ETP ;740,4
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 10 à 19 salariés en ETP ;612,5
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 20 à 249 salariés en ETP ;6368,7
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;Plus de 250 salariés en ETP ;16955,7
a272 ;261;Fabrication de composants et cartes électroniques ;Ensemble des tranches d'effectif ;8709,9
a272 ;261;Fabrication de composants et cartes électroniques ;De 0 à 9 salariés en ETP ;351,7
a272 ;261;Fabrication de composants et cartes électroniques ;De 10 à 19 salariés en ETP ;276,4
a272 ;261;Fabrication de composants et cartes électroniques ;De 20 à 249 salariés en ETP ;2721,1
a272 ;261;Fabrication de composants et cartes électroniques ;Plus de 250 salariés en ETP ;5330,3
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;Ensemble des tranches d'effectif ;1520,4
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 0 à 9 salariés en ETP ;15
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 10 à 19 salariés en ETP ;56,7
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 20 à 249 salariés en ETP ;657,8
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;Plus de 250 salariés en ETP ;792,1
a272 ;263;Fabrication d'équipements de communication ;Ensemble des tranches d'effectif ;4460,8
a272 ;263;Fabrication d'équipements de communication ;De 0 à 9 salariés en ETP ;61,2
a272 ;263;Fabrication d'équipements de communication ;De 10 à 19 salariés en ETP ;10,7
a272 ;263;Fabrication d'équipements de communication ;De 20 à 249 salariés en ETP ;639,3
a272 ;263;Fabrication d'équipements de communication ;Plus de 250 salariés en ETP ;3747,7
a272 ;264;Fabrication de produits électroniques grand public ;Ensemble des tranches d'effectif ;438,6
a272 ;264;Fabrication de produits électroniques grand public ;De 0 à 9 salariés en ETP ;S
a272 ;264;Fabrication de produits électroniques grand public ;De 10 à 19 salariés en ETP ;5,1
a272 ;264;Fabrication de produits électroniques grand public ;De 20 à 249 salariés en ETP ;S
a272 ;264;Fabrication de produits électroniques grand public ;Plus de 250 salariés en ETP ;S
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;Ensemble des tranches d'effectif ;8049,3
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 0 à 9 salariés en ETP ;277,9
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 10 à 19 salariés en ETP ;249,2
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 20 à 249 salariés en ETP ;1844,9
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;Plus de 250 salariés en ETP ;5709,2
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;Ensemble des tranches d'effectif ;877
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 0 à 9 salariés en ETP ;14
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 10 à 19 salariés en ETP ;11,2
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 20 à 249 salariés en ETP ;S
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;Plus de 250 salariés en ETP ;S
a272 ;267;Fabrication de matériels optique et photographique ;Ensemble des tranches d'effectif ;S
a272 ;267;Fabrication de matériels optique et photographique ;De 0 à 9 salariés en ETP ;S
a272 ;267;Fabrication de matériels optique et photographique ;De 10 à 19 salariés en ETP ;S
a272 ;267;Fabrication de matériels optique et photographique ;De 20 à 249 salariés en ETP ;S
a272 ;267;Fabrication de matériels optique et photographique ;Plus de 250 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;Ensemble des tranches d'effectif ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;De 0 à 9 salariés en ETP ;0,6
a272 ;268;Fabrication de supports magnétiques et optiques ;De 10 à 19 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;De 20 à 249 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;Plus de 250 salariés en ETP ;2,6
