NIVEAU;BRANCHE;LIB_NAF;Tranche de taille d'effectif;Chiffre d'affaires de la branche
a88 ;16;Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie ;De 10 à 19 salariés en ETP ;1504
a88 ;16;Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie ;De 20 à 249 salariés en ETP ;5398,4
a88 ;16;Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie ;Plus de 250 salariés en ETP ;1374
a272 ;161;Sciage et rabotage du bois ;Ensemble des tranches d'effectif ;2981
a272 ;161;Sciage et rabotage du bois ;De 0 à 9 salariés en ETP ;785
a272 ;161;Sciage et rabotage du bois ;De 10 à 19 salariés en ETP ;S
a272 ;161;Sciage et rabotage du bois ;De 20 à 249 salariés en ETP ;1275,2
a272 ;161;Sciage et rabotage du bois ;Plus de 250 salariés en ETP ;S
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;Ensemble des tranches d'effectif ;7276,4
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 0 à 9 salariés en ETP ;1196
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 10 à 19 salariés en ETP ;S
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 20 à 249 salariés en ETP ;4123,3
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;Plus de 250 salariés en ETP ;S
a88 ;17;Industrie du papier et du carton ;Ensemble des tranches d'effectif ;16318
a88 ;17;Industrie du papier et du carton ;De 0 à 9 salariés en ETP ;614,8
a88 ;17;Industrie du papier et du carton ;De 10 à 19 salariés en ETP ;577,3
a88 ;17;Industrie du papier et du carton ;De 20 à 249 salariés en ETP ;6518,1
a88 ;17;Industrie du papier et du carton ;Plus de 250 salariés en ETP ;8607,7
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;Ensemble des tranches d'effectif ;6718,9
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 0 à 9 salariés en ETP ;S
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 10 à 19 salariés en ETP ;40,3
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 20 à 249 salariés en ETP ;1897,4
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;Plus de 250 salariés en ETP ;S
a272 ;172;Fabrication d'articles en papier ou en carton ;Ensemble des tranches d'effectif ;9599,1
a272 ;172;Fabrication d'articles en papier ou en carton ;De 0 à 9 salariés en ETP ;S
a272 ;172;Fabrication d'articles en papier ou en carton ;De 10 à 19 salariés en ETP ;537
a272 ;172;Fabrication d'articles en papier ou en carton ;De 20 à 249 salariés en ETP ;4620,7
a272 ;172;Fabrication d'articles en papier ou en carton ;Plus de 250 salariés en ETP ;S
a88 ;18;Imprimerie et reproduction d'enregistrements ;Ensemble des tranches d'effectif ;10740,9
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 0 à 9 salariés en ETP ;2697,5
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 10 à 19 salariés en ETP ;S
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 20 à 249 salariés en ETP ;5727,2
a88 ;18;Imprimerie et reproduction d'enregistrements ;Plus de 250 salariés en ETP ;S
a272 ;181;Imprimerie et services annexes ;Ensemble des tranches d'effectif ;10400,7
a272 ;181;Imprimerie et services annexes ;De 0 à 9 salariés en ETP ;S
a272 ;181;Imprimerie et services annexes ;De 10 à 19 salariés en ETP ;S
a272 ;181;Imprimerie et services annexes ;De 20 à 249 salariés en ETP ;5545,1
a272 ;181;Imprimerie et services annexes ;Plus de 250 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;Ensemble des tranches d'effectif ;340,1
a272 ;182;Reproduction d'enregistrements ;De 0 à 9 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;De 10 à 19 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;De 20 à 249 salariés en ETP ;182,1
a272 ;182;Reproduction d'enregistrements ;Plus de 250 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;Ensemble des tranches d'effectif ;55353,8
a88 ;19;Cokéfaction et raffinage ;De 0 à 9 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;De 10 à 19 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;De 20 à 249 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;Plus de 250 salariés en ETP ;46460,3
a272 ;191;Cokéfaction ;Ensemble des tranches d'effectif ;S
a272 ;191;Cokéfaction ;De 0 à 9 salariés en ETP ;N
a272 ;191;Cokéfaction ;De 10 à 19 salariés en ETP ;N
a272 ;191;Cokéfaction ;De 20 à 249 salariés en ETP ;S
a272 ;191;Cokéfaction ;Plus de 250 salariés en ETP ;41,1
a272 ;192;Raffinage du pétrole ;Ensemble des tranches d'effectif ;S
a272 ;192;Raffinage du pétrole ;De 0 à 9 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;De 10 à 19 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;De 20 à 249 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;Plus de 250 salariés en ETP ;46419,2
a88 ;20;Industrie chimique ;Ensemble des tranches d'effectif ;62160,1
a88 ;20;Industrie chimique ;De 0 à 9 salariés en ETP ;5129,2
a88 ;20;Industrie chimique ;De 10 à 19 salariés en ETP ;1627,1
a88 ;20;Industrie chimique ;De 20 à 249 salariés en ETP ;16031,6
a88 ;20;Industrie chimique ;Plus de 250 salariés en ETP ;39372,2
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;Ensemble des tranches d'effectif ;36403,6
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 0 à 9 salariés en ETP ;4079,4
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 10 à 19 salariés en ETP ;1093,9
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 20 à 249 salariés en ETP ;6337,9
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;Plus de 250 salariés en ETP ;24892,4
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;Ensemble des tranches d'effectif ;2149,9
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 0 à 9 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 10 à 19 salariés en ETP ;19,5
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 20 à 249 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;Plus de 250 salariés en ETP ;S
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;Ensemble des tranches d'effectif ;3216,7
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 0 à 9 salariés en ETP ;S
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 10 à 19 salariés en ETP ;157,4
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 20 à 249 salariés en ETP ;1760,6
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;Plus de 250 salariés en ETP ;S
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;Ensemble des tranches d'effectif ;11361,9
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 0 à 9 salariés en ETP ;706,1
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 10 à 19 salariés en ETP ;122,8
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 20 à 249 salariés en ETP ;3464
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;Plus de 250 salariés en ETP ;7069
a272 ;205;Fabrication d'autres produits chimiques ;Ensemble des tranches d'effectif ;8721,8
a272 ;205;Fabrication d'autres produits chimiques ;De 0 à 9 salariés en ETP ;254,2
a272 ;205;Fabrication d'autres produits chimiques ;De 10 à 19 salariés en ETP ;233,5
a272 ;205;Fabrication d'autres produits chimiques ;De 20 à 249 salariés en ETP ;3680,5
a272 ;205;Fabrication d'autres produits chimiques ;Plus de 250 salariés en ETP ;4553,7
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;Ensemble des tranches d'effectif ;306,2
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 0 à 9 salariés en ETP ;S
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 10 à 19 salariés en ETP ;N
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 20 à 249 salariés en ETP ;S
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;Plus de 250 salariés en ETP ;S
a88 ;21;Industrie pharmaceutique ;Ensemble des tranches d'effectif ;26743,8
a88 ;21;Industrie pharmaceutique ;De 0 à 9 salariés en ETP ;309,8
a88 ;21;Industrie pharmaceutique ;De 10 à 19 salariés en ETP ;102,1
a88 ;21;Industrie pharmaceutique ;De 20 à 249 salariés en ETP ;4073
a88 ;21;Industrie pharmaceutique ;Plus de 250 salariés en ETP ;22258,8
a272 ;211;Fabrication de produits pharmaceutiques de base ;Ensemble des tranches d'effectif ;2157,9
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 0 à 9 salariés en ETP ;S
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 10 à 19 salariés en ETP ;S
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 20 à 249 salariés en ETP ;300,9
a272 ;211;Fabrication de produits pharmaceutiques de base ;Plus de 250 salariés en ETP ;1693,4
a272 ;212;Fabrication de préparations pharmaceutiques ;Ensemble des tranches d'effectif ;24585,8
a272 ;212;Fabrication de préparations pharmaceutiques ;De 0 à 9 salariés en ETP ;S
a272 ;212;Fabrication de préparations pharmaceutiques ;De 10 à 19 salariés en ETP ;S
a272 ;212;Fabrication de préparations pharmaceutiques ;De 20 à 249 salariés en ETP ;3772,1
a272 ;212;Fabrication de préparations pharmaceutiques ;Plus de 250 salariés en ETP ;20565,5
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;Ensemble des tranches d'effectif ;30532
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 0 à 9 salariés en ETP ;1570,6
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 10 à 19 salariés en ETP ;1333,4
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 20 à 249 salariés en ETP ;14550,3
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;Plus de 250 salariés en ETP ;13077,7
a272 ;221;Fabrication de produits en caoutchouc ;Ensemble des tranches d'effectif ;6663,4
a272 ;221;Fabrication de produits en caoutchouc ;De 0 à 9 salariés en ETP ;227,9
a272 ;221;Fabrication de produits en caoutchouc ;De 10 à 19 salariés en ETP ;100
a272 ;221;Fabrication de produits en caoutchouc ;De 20 à 249 salariés en ETP ;1166
a272 ;221;Fabrication de produits en caoutchouc ;Plus de 250 salariés en ETP ;5169,5
a272 ;222;Fabrication de produits en plastique ;Ensemble des tranches d'effectif ;23868,6
a272 ;222;Fabrication de produits en plastique ;De 0 à 9 salariés en ETP ;1342,8
a272 ;222;Fabrication de produits en plastique ;De 10 à 19 salariés en ETP ;1233,4
a272 ;222;Fabrication de produits en plastique ;De 20 à 249 salariés en ETP ;13384,4
a272 ;222;Fabrication de produits en plastique ;Plus de 250 salariés en ETP ;7908,1
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;Ensemble des tranches d'effectif ;23441,2
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 0 à 9 salariés en ETP ;2949,9
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 10 à 19 salariés en ETP ;1052
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 20 à 249 salariés en ETP ;8173,9
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;Plus de 250 salariés en ETP ;11265,5
a272 ;231;Fabrication de verre et d'articles en verre ;Ensemble des tranches d'effectif ;5835,1
a272 ;231;Fabrication de verre et d'articles en verre ;De 0 à 9 salariés en ETP ;153,2
a272 ;231;Fabrication de verre et d'articles en verre ;De 10 à 19 salariés en ETP ;82,1
a272 ;231;Fabrication de verre et d'articles en verre ;De 20 à 249 salariés en ETP ;1780,2
a272 ;231;Fabrication de verre et d'articles en verre ;Plus de 250 salariés en ETP ;3819,7
a272 ;232;Fabrication de produits réfractaires ;Ensemble des tranches d'effectif ;428,1
a272 ;232;Fabrication de produits réfractaires ;De 0 à 9 salariés en ETP ;S
a272 ;232;Fabrication de produits réfractaires ;De 10 à 19 salariés en ETP ;S
a272 ;232;Fabrication de produits réfractaires ;De 20 à 249 salariés en ETP ;315,4
a272 ;232;Fabrication de produits réfractaires ;Plus de 250 salariés en ETP ;S
a272 ;233;Fabrication de matériaux de construction en terre cuite ;Ensemble des tranches d'effectif ;1141,8
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 0 à 9 salariés en ETP ;22,1
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 10 à 19 salariés en ETP ;18,6
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 20 à 249 salariés en ETP ;S
a272 ;233;Fabrication de matériaux de construction en terre cuite ;Plus de 250 salariés en ETP ;S
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;Ensemble des tranches d'effectif ;730
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 0 à 9 salariés en ETP ;S
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 10 à 19 salariés en ETP ;S
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 20 à 249 salariés en ETP ;372,8
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;Plus de 250 salariés en ETP ;S
a272 ;235;Fabrication de ciment, chaux et plâtre ;Ensemble des tranches d'effectif ;2686,5
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 0 à 9 salariés en ETP ;103,3
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 10 à 19 salariés en ETP ;42,3
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 20 à 249 salariés en ETP ;401,6
a272 ;235;Fabrication de ciment, chaux et plâtre ;Plus de 250 salariés en ETP ;2139,3
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;Ensemble des tranches d'effectif ;9238,1
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 0 à 9 salariés en ETP ;1166,5
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 10 à 19 salariés en ETP ;573,6
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 20 à 249 salariés en ETP ;4267,4
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;Plus de 250 salariés en ETP ;3230,6
a272 ;237;Taille, façonnage et finissage de pierres ;Ensemble des tranches d'effectif ;836,4
a272 ;237;Taille, façonnage et finissage de pierres ;De 0 à 9 salariés en ETP ;474,4
a272 ;237;Taille, façonnage et finissage de pierres ;De 10 à 19 salariés en ETP ;S
a272 ;237;Taille, façonnage et finissage de pierres ;De 20 à 249 salariés en ETP ;S
a272 ;237;Taille, façonnage et finissage de pierres ;Plus de 250 salariés en ETP ;S
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;Ensemble des tranches d'effectif ;2545,2
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 0 à 9 salariés en ETP ;940,2
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 10 à 19 salariés en ETP ;167,3
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 20 à 249 salariés en ETP ;624,5
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;Plus de 250 salariés en ETP ;813,3
a88 ;24;Métallurgie ;Ensemble des tranches d'effectif ;30005
a88 ;24;Métallurgie ;De 0 à 9 salariés en ETP ;1600,1
a88 ;24;Métallurgie ;De 10 à 19 salariés en ETP ;275,7
a88 ;24;Métallurgie ;De 20 à 249 salariés en ETP ;7674,1
a88 ;24;Métallurgie ;Plus de 250 salariés en ETP ;20455,1
a272 ;241;Sidérurgie ;Ensemble des tranches d'effectif ;12716,7
a272 ;241;Sidérurgie ;De 0 à 9 salariés en ETP ;S
a272 ;241;Sidérurgie ;De 10 à 19 salariés en ETP ;S
a272 ;241;Sidérurgie ;De 20 à 249 salariés en ETP ;1355,6
a272 ;241;Sidérurgie ;Plus de 250 salariés en ETP ;11017,2
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;Ensemble des tranches d'effectif ;2225
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 0 à 9 salariés en ETP ;S
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 10 à 19 salariés en ETP ;S
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 20 à 249 salariés en ETP ;620,6
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;Plus de 250 salariés en ETP ;1555,4
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;Ensemble des tranches d'effectif ;2323,5
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 0 à 9 salariés en ETP ;116,2
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 10 à 19 salariés en ETP ;119,1
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 20 à 249 salariés en ETP ;928,5
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;Plus de 250 salariés en ETP ;1159,7
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;Ensemble des tranches d'effectif ;8453,6
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 0 à 9 salariés en ETP ;793,8
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 10 à 19 salariés en ETP ;48,1
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 20 à 249 salariés en ETP ;3384,9
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;Plus de 250 salariés en ETP ;4226,8
a272 ;245;Fonderie ;Ensemble des tranches d'effectif ;4286,2
a272 ;245;Fonderie ;De 0 à 9 salariés en ETP ;324,7
a272 ;245;Fonderie ;De 10 à 19 salariés en ETP ;81
a272 ;245;Fonderie ;De 20 à 249 salariés en ETP ;1384,5
a272 ;245;Fonderie ;Plus de 250 salariés en ETP ;2496
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;Ensemble des tranches d'effectif ;49634
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 0 à 9 salariés en ETP ;7143,9
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 10 à 19 salariés en ETP ;5196,9
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 20 à 249 salariés en ETP ;23843,4
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;Plus de 250 salariés en ETP ;13449,7
a272 ;251;Fabrication d'éléments en métal pour la construction ;Ensemble des tranches d'effectif ;11389,3
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 0 à 9 salariés en ETP ;1851,3
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 10 à 19 salariés en ETP ;1550,4
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 20 à 249 salariés en ETP ;6206,6
a272 ;251;Fabrication d'éléments en métal pour la construction ;Plus de 250 salariés en ETP ;1781
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;Ensemble des tranches d'effectif ;1551,5
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 0 à 9 salariés en ETP ;S
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 10 à 19 salariés en ETP ;S
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 20 à 249 salariés en ETP ;606,7
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;Plus de 250 salariés en ETP ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;Ensemble des tranches d'effectif ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 0 à 9 salariés en ETP ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 10 à 19 salariés en ETP ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 20 à 249 salariés en ETP ;90,6
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;Plus de 250 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;Ensemble des tranches d'effectif ;S
a272 ;254;Fabrication d'armes et de munitions ;De 0 à 9 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;De 10 à 19 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;De 20 à 249 salariés en ETP ;198,9
a272 ;254;Fabrication d'armes et de munitions ;Plus de 250 salariés en ETP ;S
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;Ensemble des tranches d'effectif ;7644,3
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 0 à 9 salariés en ETP ;713,6
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 10 à 19 salariés en ETP ;560,6
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 20 à 249 salariés en ETP ;3720,1
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;Plus de 250 salariés en ETP ;2650,1
a272 ;256;Traitement et revêtement des métaux - usinage ;Ensemble des tranches d'effectif ;12353,3
a272 ;256;Traitement et revêtement des métaux - usinage ;De 0 à 9 salariés en ETP ;2635,2
a272 ;256;Traitement et revêtement des métaux - usinage ;De 10 à 19 salariés en ETP ;2275,8
a272 ;256;Traitement et revêtement des métaux - usinage ;De 20 à 249 salariés en ETP ;6761,5
a272 ;256;Traitement et revêtement des métaux - usinage ;Plus de 250 salariés en ETP ;680,8
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;Ensemble des tranches d'effectif ;3479,6
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 0 à 9 salariés en ETP ;356,5
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 10 à 19 salariés en ETP ;269,3
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 20 à 249 salariés en ETP ;1840,2
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;Plus de 250 salariés en ETP ;1013,6
a272 ;259;Fabrication d'autres ouvrages en métaux ;Ensemble des tranches d'effectif ;9833,6
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 0 à 9 salariés en ETP ;1538,1
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 10 à 19 salariés en ETP ;498
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 20 à 249 salariés en ETP ;4418,9
a272 ;259;Fabrication d'autres ouvrages en métaux ;Plus de 250 salariés en ETP ;3378,6
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;Ensemble des tranches d'effectif ;26342,7
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 0 à 9 salariés en ETP ;1010,4
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 10 à 19 salariés en ETP ;513,2
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 20 à 249 salariés en ETP ;6278,9
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;Plus de 250 salariés en ETP ;18546,9
a272 ;261;Fabrication de composants et cartes électroniques ;Ensemble des tranches d'effectif ;9167,5
a272 ;261;Fabrication de composants et cartes électroniques ;De 0 à 9 salariés en ETP ;519,3
a272 ;261;Fabrication de composants et cartes électroniques ;De 10 à 19 salariés en ETP ;243,5
a272 ;261;Fabrication de composants et cartes électroniques ;De 20 à 249 salariés en ETP ;2591,8
a272 ;261;Fabrication de composants et cartes électroniques ;Plus de 250 salariés en ETP ;5813,5
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;Ensemble des tranches d'effectif ;1839,4
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 0 à 9 salariés en ETP ;39,7
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 10 à 19 salariés en ETP ;S
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 20 à 249 salariés en ETP ;650,3
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;Plus de 250 salariés en ETP ;S
a272 ;263;Fabrication d'équipements de communication ;Ensemble des tranches d'effectif ;4960,5
a272 ;263;Fabrication d'équipements de communication ;De 0 à 9 salariés en ETP ;100
a272 ;263;Fabrication d'équipements de communication ;De 10 à 19 salariés en ETP ;68,2
a272 ;263;Fabrication d'équipements de communication ;De 20 à 249 salariés en ETP ;623,9
a272 ;263;Fabrication d'équipements de communication ;Plus de 250 salariés en ETP ;4168,4
a272 ;264;Fabrication de produits électroniques grand public ;Ensemble des tranches d'effectif ;433,2
a272 ;264;Fabrication de produits électroniques grand public ;De 0 à 9 salariés en ETP ;S
a272 ;264;Fabrication de produits électroniques grand public ;De 10 à 19 salariés en ETP ;S
a272 ;264;Fabrication de produits électroniques grand public ;De 20 à 249 salariés en ETP ;159,6
a272 ;264;Fabrication de produits électroniques grand public ;Plus de 250 salariés en ETP ;S
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;Ensemble des tranches d'effectif ;8336,1
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 0 à 9 salariés en ETP ;264,7
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 10 à 19 salariés en ETP ;S
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 20 à 249 salariés en ETP ;1915,1
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;Plus de 250 salariés en ETP ;S
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;Ensemble des tranches d'effectif ;889,2
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 0 à 9 salariés en ETP ;S
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 10 à 19 salariés en ETP ;S
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 20 à 249 salariés en ETP ;S
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;Plus de 250 salariés en ETP ;S
a272 ;267;Fabrication de matériels optique et photographique ;Ensemble des tranches d'effectif ;700,1
a272 ;267;Fabrication de matériels optique et photographique ;De 0 à 9 salariés en ETP ;54,2
a272 ;267;Fabrication de matériels optique et photographique ;De 10 à 19 salariés en ETP ;7,7
a272 ;267;Fabrication de matériels optique et photographique ;De 20 à 249 salariés en ETP ;216
a272 ;267;Fabrication de matériels optique et photographique ;Plus de 250 salariés en ETP ;422,2
a272 ;268;Fabrication de supports magnétiques et optiques ;Ensemble des tranches d'effectif ;16,6
a272 ;268;Fabrication de supports magnétiques et optiques ;De 0 à 9 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;De 10 à 19 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;De 20 à 249 salariés en ETP ;S
