NIVEAU;BRANCHE;LIB_NAF;Tranche de taille d'effectif;Chiffre d'affaires de la branche
a272 ;161;Sciage et rabotage du bois ;De 10 à 19 salariés en ETP ;645,7
a272 ;161;Sciage et rabotage du bois ;De 20 à 249 salariés en ETP ;1307,2
a272 ;161;Sciage et rabotage du bois ;Plus de 250 salariés en ETP ;268,2
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;Ensemble des tranches d'effectif ;7736,1
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 0 à 9 salariés en ETP ;1093
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 10 à 19 salariés en ETP ;922,4
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;De 20 à 249 salariés en ETP ;4354,8
a272 ;162;Fabrication d'articles en bois, liège, vannerie et sparterie ;Plus de 250 salariés en ETP ;1365,8
a88 ;17;Industrie du papier et du carton ;Ensemble des tranches d'effectif ;16269,1
a88 ;17;Industrie du papier et du carton ;De 0 à 9 salariés en ETP ;391,4
a88 ;17;Industrie du papier et du carton ;De 10 à 19 salariés en ETP ;594,2
a88 ;17;Industrie du papier et du carton ;De 20 à 249 salariés en ETP ;6961,1
a88 ;17;Industrie du papier et du carton ;Plus de 250 salariés en ETP ;8322,4
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;Ensemble des tranches d'effectif ;5944,9
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 0 à 9 salariés en ETP ;S
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 10 à 19 salariés en ETP ;S
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;De 20 à 249 salariés en ETP ;1603,4
a272 ;171;Fabrication de pâte à papier, de papier et de carton ;Plus de 250 salariés en ETP ;4281,8
a272 ;172;Fabrication d'articles en papier ou en carton ;Ensemble des tranches d'effectif ;10324,1
a272 ;172;Fabrication d'articles en papier ou en carton ;De 0 à 9 salariés en ETP ;S
a272 ;172;Fabrication d'articles en papier ou en carton ;De 10 à 19 salariés en ETP ;S
a272 ;172;Fabrication d'articles en papier ou en carton ;De 20 à 249 salariés en ETP ;5357,6
a272 ;172;Fabrication d'articles en papier ou en carton ;Plus de 250 salariés en ETP ;4040,5
a88 ;18;Imprimerie et reproduction d'enregistrements ;Ensemble des tranches d'effectif ;9536,7
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 0 à 9 salariés en ETP ;2536,4
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 10 à 19 salariés en ETP ;1170
a88 ;18;Imprimerie et reproduction d'enregistrements ;De 20 à 249 salariés en ETP ;4958,4
a88 ;18;Imprimerie et reproduction d'enregistrements ;Plus de 250 salariés en ETP ;871,8
a272 ;181;Imprimerie et services annexes ;Ensemble des tranches d'effectif ;9341,7
a272 ;181;Imprimerie et services annexes ;De 0 à 9 salariés en ETP ;2514
a272 ;181;Imprimerie et services annexes ;De 10 à 19 salariés en ETP ;S
a272 ;181;Imprimerie et services annexes ;De 20 à 249 salariés en ETP ;4844,2
a272 ;181;Imprimerie et services annexes ;Plus de 250 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;Ensemble des tranches d'effectif ;194,9
a272 ;182;Reproduction d'enregistrements ;De 0 à 9 salariés en ETP ;22,4
a272 ;182;Reproduction d'enregistrements ;De 10 à 19 salariés en ETP ;S
a272 ;182;Reproduction d'enregistrements ;De 20 à 249 salariés en ETP ;114,3
a272 ;182;Reproduction d'enregistrements ;Plus de 250 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;Ensemble des tranches d'effectif ;67571,9
a88 ;19;Cokéfaction et raffinage ;De 0 à 9 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;De 10 à 19 salariés en ETP ;S
a88 ;19;Cokéfaction et raffinage ;De 20 à 249 salariés en ETP ;1877,1
a88 ;19;Cokéfaction et raffinage ;Plus de 250 salariés en ETP ;64863
a272 ;191;Cokéfaction ;Ensemble des tranches d'effectif ;50,4
a272 ;191;Cokéfaction ;De 0 à 9 salariés en ETP ;N
a272 ;191;Cokéfaction ;De 10 à 19 salariés en ETP ;N
a272 ;191;Cokéfaction ;De 20 à 249 salariés en ETP ;N
a272 ;191;Cokéfaction ;Plus de 250 salariés en ETP ;50,4
a272 ;192;Raffinage du pétrole ;Ensemble des tranches d'effectif ;67521,5
a272 ;192;Raffinage du pétrole ;De 0 à 9 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;De 10 à 19 salariés en ETP ;S
a272 ;192;Raffinage du pétrole ;De 20 à 249 salariés en ETP ;1877,1
a272 ;192;Raffinage du pétrole ;Plus de 250 salariés en ETP ;64812,6
a88 ;20;Industrie chimique ;Ensemble des tranches d'effectif ;67820,3
a88 ;20;Industrie chimique ;De 0 à 9 salariés en ETP ;3711,2
a88 ;20;Industrie chimique ;De 10 à 19 salariés en ETP ;1165,5
a88 ;20;Industrie chimique ;De 20 à 249 salariés en ETP ;19569,4
a88 ;20;Industrie chimique ;Plus de 250 salariés en ETP ;43374,4
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;Ensemble des tranches d'effectif ;37713,9
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 0 à 9 salariés en ETP ;2393,8
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 10 à 19 salariés en ETP ;561,4
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;De 20 à 249 salariés en ETP ;7500
a272 ;201;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique ;Plus de 250 salariés en ETP ;27258,9
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;Ensemble des tranches d'effectif ;2695,5
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 0 à 9 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 10 à 19 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;De 20 à 249 salariés en ETP ;S
a272 ;202;Fabrication de pesticides et d'autres produits agrochimiques ;Plus de 250 salariés en ETP ;1932,1
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;Ensemble des tranches d'effectif ;3408,6
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 0 à 9 salariés en ETP ;S
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 10 à 19 salariés en ETP ;S
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;De 20 à 249 salariés en ETP ;1989,6
a272 ;203;Fabrication de peintures, vernis, encres et mastics ;Plus de 250 salariés en ETP ;1200,2
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;Ensemble des tranches d'effectif ;12361,9
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 0 à 9 salariés en ETP ;687,4
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 10 à 19 salariés en ETP ;290,7
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;De 20 à 249 salariés en ETP ;3424,1
a272 ;204;Fabrication de savons, de produits d'entretien et de parfums ;Plus de 250 salariés en ETP ;7959,6
a272 ;205;Fabrication d'autres produits chimiques ;Ensemble des tranches d'effectif ;11372,1
a272 ;205;Fabrication d'autres produits chimiques ;De 0 à 9 salariés en ETP ;440,2
a272 ;205;Fabrication d'autres produits chimiques ;De 10 à 19 salariés en ETP ;185,4
a272 ;205;Fabrication d'autres produits chimiques ;De 20 à 249 salariés en ETP ;5776,1
a272 ;205;Fabrication d'autres produits chimiques ;Plus de 250 salariés en ETP ;4970,4
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;Ensemble des tranches d'effectif ;268,3
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 0 à 9 salariés en ETP ;S
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 10 à 19 salariés en ETP ;0,3
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;De 20 à 249 salariés en ETP ;S
a272 ;206;Fabrication de fibres artificielles ou synthétiques ;Plus de 250 salariés en ETP ;53,1
a88 ;21;Industrie pharmaceutique ;Ensemble des tranches d'effectif ;24862,9
a88 ;21;Industrie pharmaceutique ;De 0 à 9 salariés en ETP ;253
a88 ;21;Industrie pharmaceutique ;De 10 à 19 salariés en ETP ;195,8
a88 ;21;Industrie pharmaceutique ;De 20 à 249 salariés en ETP ;4608,2
a88 ;21;Industrie pharmaceutique ;Plus de 250 salariés en ETP ;19806
a272 ;211;Fabrication de produits pharmaceutiques de base ;Ensemble des tranches d'effectif ;2417,8
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 0 à 9 salariés en ETP ;S
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 10 à 19 salariés en ETP ;S
a272 ;211;Fabrication de produits pharmaceutiques de base ;De 20 à 249 salariés en ETP ;452,7
a272 ;211;Fabrication de produits pharmaceutiques de base ;Plus de 250 salariés en ETP ;1793,5
a272 ;212;Fabrication de préparations pharmaceutiques ;Ensemble des tranches d'effectif ;22445,1
a272 ;212;Fabrication de préparations pharmaceutiques ;De 0 à 9 salariés en ETP ;S
a272 ;212;Fabrication de préparations pharmaceutiques ;De 10 à 19 salariés en ETP ;S
a272 ;212;Fabrication de préparations pharmaceutiques ;De 20 à 249 salariés en ETP ;4155,5
a272 ;212;Fabrication de préparations pharmaceutiques ;Plus de 250 salariés en ETP ;18012,4
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;Ensemble des tranches d'effectif ;28391,3
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 0 à 9 salariés en ETP ;1368,6
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 10 à 19 salariés en ETP ;1247,7
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;De 20 à 249 salariés en ETP ;14184,6
a88 ;22;Fabrication de produits en caoutchouc et en plastique ;Plus de 250 salariés en ETP ;11590,7
a272 ;221;Fabrication de produits en caoutchouc ;Ensemble des tranches d'effectif ;7619
a272 ;221;Fabrication de produits en caoutchouc ;De 0 à 9 salariés en ETP ;235
a272 ;221;Fabrication de produits en caoutchouc ;De 10 à 19 salariés en ETP ;180
a272 ;221;Fabrication de produits en caoutchouc ;De 20 à 249 salariés en ETP ;1303,5
a272 ;221;Fabrication de produits en caoutchouc ;Plus de 250 salariés en ETP ;5900,7
a272 ;222;Fabrication de produits en plastique ;Ensemble des tranches d'effectif ;20772,3
a272 ;222;Fabrication de produits en plastique ;De 0 à 9 salariés en ETP ;1133,6
a272 ;222;Fabrication de produits en plastique ;De 10 à 19 salariés en ETP ;1067,7
a272 ;222;Fabrication de produits en plastique ;De 20 à 249 salariés en ETP ;12881,1
a272 ;222;Fabrication de produits en plastique ;Plus de 250 salariés en ETP ;5690
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;Ensemble des tranches d'effectif ;25732,5
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 0 à 9 salariés en ETP ;3351
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 10 à 19 salariés en ETP ;1311,6
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;De 20 à 249 salariés en ETP ;8074,9
a88 ;23;Fabrication d'autres produits minéraux non métalliques ;Plus de 250 salariés en ETP ;12995
a272 ;231;Fabrication de verre et d'articles en verre ;Ensemble des tranches d'effectif ;6122,5
a272 ;231;Fabrication de verre et d'articles en verre ;De 0 à 9 salariés en ETP ;136,7
a272 ;231;Fabrication de verre et d'articles en verre ;De 10 à 19 salariés en ETP ;78,4
a272 ;231;Fabrication de verre et d'articles en verre ;De 20 à 249 salariés en ETP ;1472,5
a272 ;231;Fabrication de verre et d'articles en verre ;Plus de 250 salariés en ETP ;4434,8
a272 ;232;Fabrication de produits réfractaires ;Ensemble des tranches d'effectif ;441,1
a272 ;232;Fabrication de produits réfractaires ;De 0 à 9 salariés en ETP ;7,1
a272 ;232;Fabrication de produits réfractaires ;De 10 à 19 salariés en ETP ;S
a272 ;232;Fabrication de produits réfractaires ;De 20 à 249 salariés en ETP ;S
a272 ;232;Fabrication de produits réfractaires ;Plus de 250 salariés en ETP ;S
a272 ;233;Fabrication de matériaux de construction en terre cuite ;Ensemble des tranches d'effectif ;1165,8
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 0 à 9 salariés en ETP ;18,3
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 10 à 19 salariés en ETP ;17,1
a272 ;233;Fabrication de matériaux de construction en terre cuite ;De 20 à 249 salariés en ETP ;172
a272 ;233;Fabrication de matériaux de construction en terre cuite ;Plus de 250 salariés en ETP ;958,5
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;Ensemble des tranches d'effectif ;830,2
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 0 à 9 salariés en ETP ;227,2
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 10 à 19 salariés en ETP ;S
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;De 20 à 249 salariés en ETP ;335,1
a272 ;234;Fabrication d'autres produits en céramique et en porcelaine ;Plus de 250 salariés en ETP ;S
a272 ;235;Fabrication de ciment, chaux et plâtre ;Ensemble des tranches d'effectif ;2805,5
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 0 à 9 salariés en ETP ;27,4
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 10 à 19 salariés en ETP ;26,3
a272 ;235;Fabrication de ciment, chaux et plâtre ;De 20 à 249 salariés en ETP ;493,4
a272 ;235;Fabrication de ciment, chaux et plâtre ;Plus de 250 salariés en ETP ;2258,3
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;Ensemble des tranches d'effectif ;9983,5
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 0 à 9 salariés en ETP ;893,1
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 10 à 19 salariés en ETP ;811,2
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;De 20 à 249 salariés en ETP ;4513,2
a272 ;236;Fabrication d'ouvrages en béton, en ciment ou en plâtre ;Plus de 250 salariés en ETP ;3766
a272 ;237;Taille, façonnage et finissage de pierres ;Ensemble des tranches d'effectif ;861
a272 ;237;Taille, façonnage et finissage de pierres ;De 0 à 9 salariés en ETP ;448
a272 ;237;Taille, façonnage et finissage de pierres ;De 10 à 19 salariés en ETP ;S
a272 ;237;Taille, façonnage et finissage de pierres ;De 20 à 249 salariés en ETP ;S
a272 ;237;Taille, façonnage et finissage de pierres ;Plus de 250 salariés en ETP ;S
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;Ensemble des tranches d'effectif ;3523
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 0 à 9 salariés en ETP ;1593,3
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 10 à 19 salariés en ETP ;178,2
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;De 20 à 249 salariés en ETP ;551,1
a272 ;239;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a. ;Plus de 250 salariés en ETP ;1200,5
a88 ;24;Métallurgie ;Ensemble des tranches d'effectif ;27934,8
a88 ;24;Métallurgie ;De 0 à 9 salariés en ETP ;759,7
a88 ;24;Métallurgie ;De 10 à 19 salariés en ETP ;293,5
a88 ;24;Métallurgie ;De 20 à 249 salariés en ETP ;6722,1
a88 ;24;Métallurgie ;Plus de 250 salariés en ETP ;20159,5
a272 ;241;Sidérurgie ;Ensemble des tranches d'effectif ;12761,1
a272 ;241;Sidérurgie ;De 0 à 9 salariés en ETP ;S
a272 ;241;Sidérurgie ;De 10 à 19 salariés en ETP ;S
a272 ;241;Sidérurgie ;De 20 à 249 salariés en ETP ;1196,8
a272 ;241;Sidérurgie ;Plus de 250 salariés en ETP ;11559,9
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;Ensemble des tranches d'effectif ;2626,9
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 0 à 9 salariés en ETP ;S
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 10 à 19 salariés en ETP ;S
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;De 20 à 249 salariés en ETP ;682,2
a272 ;242;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;Plus de 250 salariés en ETP ;1924,9
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;Ensemble des tranches d'effectif ;2375,6
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 0 à 9 salariés en ETP ;74,7
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 10 à 19 salariés en ETP ;123,1
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;De 20 à 249 salariés en ETP ;1016,9
a272 ;243;Fabrication d'autres produits de première transformation de l'acier ;Plus de 250 salariés en ETP ;1160,9
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;Ensemble des tranches d'effectif ;6359,5
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 0 à 9 salariés en ETP ;565,2
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 10 à 19 salariés en ETP ;61,5
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;De 20 à 249 salariés en ETP ;2234,5
a272 ;244;Production de métaux précieux et d'autres métaux non ferreux ;Plus de 250 salariés en ETP ;3498,3
a272 ;245;Fonderie ;Ensemble des tranches d'effectif ;3811,7
a272 ;245;Fonderie ;De 0 à 9 salariés en ETP ;102,1
a272 ;245;Fonderie ;De 10 à 19 salariés en ETP ;102,4
a272 ;245;Fonderie ;De 20 à 249 salariés en ETP ;1591,7
a272 ;245;Fonderie ;Plus de 250 salariés en ETP ;2015,5
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;Ensemble des tranches d'effectif ;50381,5
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 0 à 9 salariés en ETP ;6418,7
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 10 à 19 salariés en ETP ;5522,4
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;De 20 à 249 salariés en ETP ;25206,1
a88 ;25;Fabrication de produits métalliques, à l'exception des machines et des équipements ;Plus de 250 salariés en ETP ;13235,7
a272 ;251;Fabrication d'éléments en métal pour la construction ;Ensemble des tranches d'effectif ;11865,2
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 0 à 9 salariés en ETP ;1862,6
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 10 à 19 salariés en ETP ;1654,3
a272 ;251;Fabrication d'éléments en métal pour la construction ;De 20 à 249 salariés en ETP ;6488,9
a272 ;251;Fabrication d'éléments en métal pour la construction ;Plus de 250 salariés en ETP ;1859,8
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;Ensemble des tranches d'effectif ;1579,1
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 0 à 9 salariés en ETP ;S
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 10 à 19 salariés en ETP ;S
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;De 20 à 249 salariés en ETP ;694,6
a272 ;252;Fabrication de réservoirs, citernes et conteneurs métalliques ;Plus de 250 salariés en ETP ;767
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;Ensemble des tranches d'effectif ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 0 à 9 salariés en ETP ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 10 à 19 salariés en ETP ;S
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;De 20 à 249 salariés en ETP ;94,5
a272 ;253;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;Plus de 250 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;Ensemble des tranches d'effectif ;S
a272 ;254;Fabrication d'armes et de munitions ;De 0 à 9 salariés en ETP ;23,4
a272 ;254;Fabrication d'armes et de munitions ;De 10 à 19 salariés en ETP ;S
a272 ;254;Fabrication d'armes et de munitions ;De 20 à 249 salariés en ETP ;174
a272 ;254;Fabrication d'armes et de munitions ;Plus de 250 salariés en ETP ;S
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;Ensemble des tranches d'effectif ;7748,1
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 0 à 9 salariés en ETP ;628,2
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 10 à 19 salariés en ETP ;515,8
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;De 20 à 249 salariés en ETP ;3829,8
a272 ;255;Forge, emboutissage, estampage - métallurgie des poudres ;Plus de 250 salariés en ETP ;2774,4
a272 ;256;Traitement et revêtement des métaux - usinage ;Ensemble des tranches d'effectif ;14069,6
a272 ;256;Traitement et revêtement des métaux - usinage ;De 0 à 9 salariés en ETP ;2857,2
a272 ;256;Traitement et revêtement des métaux - usinage ;De 10 à 19 salariés en ETP ;2584
a272 ;256;Traitement et revêtement des métaux - usinage ;De 20 à 249 salariés en ETP ;7741,7
a272 ;256;Traitement et revêtement des métaux - usinage ;Plus de 250 salariés en ETP ;887,6
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;Ensemble des tranches d'effectif ;3565,5
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 0 à 9 salariés en ETP ;301,4
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 10 à 19 salariés en ETP ;355,6
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;De 20 à 249 salariés en ETP ;1956,2
a272 ;257;Fabrication de coutellerie, d'outillage et de quincaillerie ;Plus de 250 salariés en ETP ;952,5
a272 ;259;Fabrication d'autres ouvrages en métaux ;Ensemble des tranches d'effectif ;9065,1
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 0 à 9 salariés en ETP ;613,3
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 10 à 19 salariés en ETP ;383
a272 ;259;Fabrication d'autres ouvrages en métaux ;De 20 à 249 salariés en ETP ;4226,3
a272 ;259;Fabrication d'autres ouvrages en métaux ;Plus de 250 salariés en ETP ;3842,4
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;Ensemble des tranches d'effectif ;26010,3
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 0 à 9 salariés en ETP ;622,4
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 10 à 19 salariés en ETP ;447,5
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;De 20 à 249 salariés en ETP ;6583,2
a88 ;26;Fabrication de produits informatiques, électroniques et optiques ;Plus de 250 salariés en ETP ;18357,1
a272 ;261;Fabrication de composants et cartes électroniques ;Ensemble des tranches d'effectif ;7788,5
a272 ;261;Fabrication de composants et cartes électroniques ;De 0 à 9 salariés en ETP ;254,1
a272 ;261;Fabrication de composants et cartes électroniques ;De 10 à 19 salariés en ETP ;203,2
a272 ;261;Fabrication de composants et cartes électroniques ;De 20 à 249 salariés en ETP ;2580,9
a272 ;261;Fabrication de composants et cartes électroniques ;Plus de 250 salariés en ETP ;4750,4
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;Ensemble des tranches d'effectif ;3086,9
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 0 à 9 salariés en ETP ;51,2
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 10 à 19 salariés en ETP ;S
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;De 20 à 249 salariés en ETP ;840,4
a272 ;262;Fabrication d'ordinateurs et d'équipements périphériques ;Plus de 250 salariés en ETP ;S
a272 ;263;Fabrication d'équipements de communication ;Ensemble des tranches d'effectif ;4478,9
a272 ;263;Fabrication d'équipements de communication ;De 0 à 9 salariés en ETP ;85,8
a272 ;263;Fabrication d'équipements de communication ;De 10 à 19 salariés en ETP ;54,1
a272 ;263;Fabrication d'équipements de communication ;De 20 à 249 salariés en ETP ;669,4
a272 ;263;Fabrication d'équipements de communication ;Plus de 250 salariés en ETP ;3669,7
a272 ;264;Fabrication de produits électroniques grand public ;Ensemble des tranches d'effectif ;447,3
a272 ;264;Fabrication de produits électroniques grand public ;De 0 à 9 salariés en ETP ;S
a272 ;264;Fabrication de produits électroniques grand public ;De 10 à 19 salariés en ETP ;S
a272 ;264;Fabrication de produits électroniques grand public ;De 20 à 249 salariés en ETP ;226,2
a272 ;264;Fabrication de produits électroniques grand public ;Plus de 250 salariés en ETP ;S
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;Ensemble des tranches d'effectif ;8628
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 0 à 9 salariés en ETP ;158
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 10 à 19 salariés en ETP ;151,9
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;De 20 à 249 salariés en ETP ;1953,7
a272 ;265;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation - horlogerie ;Plus de 250 salariés en ETP ;6364,2
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;Ensemble des tranches d'effectif ;956,9
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 0 à 9 salariés en ETP ;20,9
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 10 à 19 salariés en ETP ;S
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;De 20 à 249 salariés en ETP ;S
a272 ;266;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;Plus de 250 salariés en ETP ;798,7
a272 ;267;Fabrication de matériels optique et photographique ;Ensemble des tranches d'effectif ;602,8
a272 ;267;Fabrication de matériels optique et photographique ;De 0 à 9 salariés en ETP ;S
a272 ;267;Fabrication de matériels optique et photographique ;De 10 à 19 salariés en ETP ;S
a272 ;267;Fabrication de matériels optique et photographique ;De 20 à 249 salariés en ETP ;169,1
a272 ;267;Fabrication de matériels optique et photographique ;Plus de 250 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;Ensemble des tranches d'effectif ;20,9
a272 ;268;Fabrication de supports magnétiques et optiques ;De 0 à 9 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;De 10 à 19 salariés en ETP ;N
a272 ;268;Fabrication de supports magnétiques et optiques ;De 20 à 249 salariés en ETP ;S
a272 ;268;Fabrication de supports magnétiques et optiques ;Plus de 250 salariés en ETP ;4,8
a88 ;27;Fabrication d'équipements électriques ;Ensemble des tranches d'effectif ;22409,6
a88 ;27;Fabrication d'équipements électriques ;De 0 à 9 salariés en ETP ;619,4
a88 ;27;Fabrication d'équipements électriques ;De 10 à 19 salariés en ETP ;636,1
a88 ;27;Fabrication d'équipements électriques ;De 20 à 249 salariés en ETP ;6226,3
a88 ;27;Fabrication d'équipements électriques ;Plus de 250 salariés en ETP ;14928,2
