b_numero,b_libelle,b_description,b_realise,b_lien,b_photo,b_year,b_q_id,b_quartier,b_x,b_y
1-362,Pose de cendriers de rue,Mise en place de cendriers de rue.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg,2016,1.0,Centre,-187045.13100285188,6124509.943611113
1-364,"Pose de bancs publics et chaises fixées au sol
Rue de Toulouse","Il s'agit de renforcer la présence de bancs sur l'espace public, adaptés aux personnes âgées et en situation de handicap.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-bancs-publics-et-chaises-fixees-au-sol,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/eb01f53406e9be69f200b65d9076fcecad504b01.jpeg,2016,,,-187112.7019337634,6125576.436134691
1-364,"Pose de bancs publics et chaises fixées au sol
Rue Rallier du Baty","Il s'agit de renforcer la présence de bancs sur l'espace public, adaptés aux personnes âgées et en situation de handicap.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-bancs-publics-et-chaises-fixees-au-sol,,2016,,,-187170.47674948513,6125687.144230255
1-371,Favoriser la création d'un Théâtre de Verdure participatif dans les Prairies St Martin,"Mise en place d'une meilleure signalisation du site de ""la plomberie du canal""",Non réalisable,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/favoriser-la-creation-d-un-theatre-de-verdure-particiaptif-dans-les-prairies-st-martin,,2016,4.0,Saint Martin,,
1-513,"Bibliothèque de rue
Beauregard - Avenue Cucillé","Mise en place d'une bibliothèque de rue sur le quartier de Beauregard à proximité du Cadran, en lien avec les associations 3 regards et Léo Lagrange.

Cette bibliothèque de rue permet aux habitants d'avoir un rayonnage situé sur l'espace public, accessible sans abonnement ni inscription, 7j/7, 24h/24.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/bibliotheque-de-rue-1,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/28afb978638fbb3284b06fd5c44dfd99437654a6.jpeg,2016,10.0,Villejean - Beauregard,-188830.13903772205,6128519.523784634
1-519,Construire un nouveau mur d'escalade à Rennes,,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/construire-un-nouveau-mur-d-escalade-a-rennes,,2016,6.0,Jeanne d'Arc - Longs Champs -  Beaulieu,-183676.15793348424,6127782.031053514
1-560,"Croque-Rennes
Square de la Touche","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6e37abf837410e5b61094a4fb46a029cd0e56a99.jpeg,2016,,,-188587.6851867743,6126243.374022882
1-560,"Croque-Rennes
Parc Villeneuve","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/e19749103030b453c7c5fc67ce7a4f7c6af7642a.jpeg,2016,,,-187299.05076135136,6123167.388760642
1-560,"Croque-Rennes
Parc de Beauregard","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/1293bee63ded3bbaff47f8448c1cb3498c363cd2.jpeg,2016,,,-189211.5196131798,6128713.163676689
1-560,"Croque-Rennes
Square de Sétubal","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/e19749103030b453c7c5fc67ce7a4f7c6af7642a.jpeg,2016,,,-185605.88130638565,6120840.836250921
1-604,"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
30 rue Charles Géniaux","Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-190559.59864668633,6125327.014703724
1-718,"Aménager une piste piéton/cycle sur la partie Ouest du Canal, côté Bd Maréchal de Lattre de Tassigny","Comme sur la rive Est du Canal /Ille (Bd de Chezy), la proposition consiste en la création d'une piste piéton/cycle sur la partie Ouest, côté Bd Maréchal de Lattre de Tassigny, pour en faire un lieu de circulations douces, réhabilitant l'accès aux berges sur cet espace.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/amenager-une-piste-pieton-cycle-sur-la-partie-ouest-du-canal-cote-bd-marechal-de-lattre-de-tassigny,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/18e1b23f329d5f2f9669dea0b45864de45a477b2.jpeg,2016,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-187845.9634196187,6125982.761862941
2-542,Un poulailler collectif dans une forêt nourricière au parc du Landry,Cette proposition consiste à créer un poulailler à usage collectif dans le parc du Landry.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/plantation-et-gestion-d-une-foret-nourriciere-pour-les-rennais,,2017,7.0,Francisco Ferrer - Landry - Poterie,-183073.25157134788,6123085.0486864
2-595,Une piste cyclable le long du boulevard de Verdun,"Le projet consiste à aménager une piste/bande cyclable en rive est, entre la rue  de Brest et la rue Legraverend.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/une-piste-cyclable-le-long-du-boulevard-de-verdun-1,,2017,4.0,Saint Martin,-188000.0295948766,6126637.8922234345
2-399,Des poules pour réduire nos déchets,"Avec le support de l'association, il s'agit d'installer un poulailler collectif à proximité des composts collectifs sur le  square Malestroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/des-poules-pour-reduire-nos-dechets,,2017,1.0,Centre,-187404.47031913258,6126626.053078095
2-468,Espace détente ruelle aux Chapeliers,"Sous réserve de l'implication d'usagers ou de structures de quartiers, la proposition reprend  les idées d'un jardin partagé, d'une boîte à livres et d'un équipement partiel en mobilier de la ruelle aux Chapeliers.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-potager-dans-la-ville,,2017,1.0,Centre,-187208.4366958456,6126421.788710266
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-188169.90313782712,6124909.21673023
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-184465.3018037178,6123153.387558589
2-500,Investir dans du matériel de cinéma plein air,"Ce projet vise l'acquisition d'un projecteur de cinéma, d'un écran et de l'équipement de sonorisation pour réaliser du cinéma plein-air.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/investir-dans-du-materiel-de-cinema-plein-air-1,,2017,,,-189994.0956334565,6127271.5604955405
2-566,Rénover la Ferme des Gallets pour y accueillir un café associatif,"Le projet envisage la rénovation de la ferme des Gallets pour y installer un café et un espace-restauration associatif pour les usagers du quartier, sous réserve d'une gestion associative.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/rehabilisation-de-la-ferme-des-gallets-pour-y-accueillir-un-cafe-associatif,,2017,6.0,Jeanne d'Arc - Longs Champs -  Beaulieu,-182683.63335357144,6127887.597692773
2-232,Aménagement cyclable sur la rue St Hélier,,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/amenagement-cyclable-sur-la-rue-st-helier,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/f0ffe0e78cf658e334fe56c83dc747eb562856c2.jpeg,2017,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-186188.86147967,6124835.529017606
2-644,Un mur des langues pour valoriser la diversité rennaise,Il s'agit de la création d'un espace pour mettre en valeur les langues parlées à Rennes par ses habitants.,Non réalisable,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-mur-des-langues-pour-valoriser-la-diversite-rennaise,,2017,,,,
2-301,Créer un outilthèque pour favoriser le bricolage,"Ce projet consiste à mettre à disposition des Rennais, une boite à outils pour réaliser des petits bricolages, sous réserve d'une structure pour en assurer la gestion, le prêt aux usagers…",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/creer-un-outiltheque-pour-favoriser-le-bricolage,,2017,,,-188799.08089979072,6124632.807720679
3-7,Construction d'une tribune couverte Plaine de Jeux de Bréquigny,"De ce fait, et depuis plusieurs années, nous demandons à la ville de Rennes de réaliser des travaux pour la construction d'une tribune, en concertation avec les acteurs sportifs et locaux.
Nous sommes à ce jour, le seul club, à équivalence de taille et/ou de niveau avec nos homologues, à ne pas avoir d'équipement de la sorte.

Enfin, la réalisation de cette tribune couverte pourrait être en parallèle de notre activité sur la plaine, un site sportif réfléchi pour de l’événementiel, accessible aux autres associations rennaises.

Le montant de ce projet, selon des études déjà réalisées, ne dépassera pas la somme maximum allouée au programme de ""La fabrique citoyenne"".

Une subvention pourra être obtenue via le dispositif du fonds d'aide au football amateur (FAFA), géré par la Ligue de Football Amateur (LFA).",En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/construction-d-une-tribune-couverte-plaine-de-jeux-de-brequigny,,2018,12.0,Bréquigny,-188135.0601372088,6121405.91711712
3-184,Amélioration de l'accès entre le canal Saint Martin et l'avenue Gros Malhon,"Relier le Canal Saint Martin à l'Avenue Gros Malhon entre le cimetière Nord et le terrain des gens du voyage en entretenant un accès déjà existant mais impraticable: en effet, la végétation a pris le dessus et ferme le passage.
De plus, il existe un terrain (avec électricité), actuellement terrain vague, qu'il serait intéressant d'aménager en square par exemple ou tout simplement de nettoyer (voir photo de carcasse de voiture brûlée)",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/amelioration-de-l-acces-entre-le-canal-saint-martin-et-l-avenue-gros-malhon,,2018,4.0,Saint Martin,-185327.2486209301,6128260.176609942
3-353,Aménager une passerelle au-dessus du bras mort de la vilaine après la base nautique plaine de Baud,"Cette passerelle permettrait de réaliser un parcours de promenade, vélo ou course à pied d'environ 6 km autour du bassin de la plaine de Baud.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/amenager-une-passerelle-au-dessus-du-bras-mort-de-la-vilaine-apres-la-base-nautique-plaine-de-baud-1,,2018,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-181983.87903444492,6125447.222922743
3-432,"GAEC du canal saint Martin  ""D'un jardin à l'autre : une histoire à préserver et à développer!""","Acte 1 - Une dizaine de personnes, accompagnées d'une cinquantaine d'ami-e-s ont décidé de garder la mémoire des jardins ouvriers des prairies Saint Martin. Avant d'être transformé en «Parc Naturel Urbain», l'ensemble de cet espace était cultivé par des familles ouvrières. Cet espace vivrier va être totalement transformé, il ne va plus y avoir aucune trace de cette histoire. Nous ne sommes pas des nostalgiques. Nous savons qu'une ville doit évoluer et se reconstruire sur elle-même mais nous savons aussi qu'une ville se distingue d'une autre par l'ensemble de son patrimoine. Certaines bâtisses sont gardées au titre du patrimoine bâti. Nous estimons qu'un jardin peut être gardé à ce même titre autant par la nature cultivée que par la dynamique sociale qu’il porte et nous proposions de conserver le jardin dénommé GAEC des Berges de l'Ille, situé au 84 canal saint Martin. Depuis très longtemps cet espace était un jardin et depuis plus de 30 ans, il est cultivé collectivement. Cet espace était «partagé» avant que le terme devienne d'actualité. Ce jardin n'est pas qu'une surface de 370 m2, c'est aussi une histoire comme celle des autres jardins des prairies. Nous ne nous résolvions pas à ce qu'un trait soit tiré (au bulldozer) sur cet espace. Mais la Ville a estimé que ce n'était pas possible de le préserver ? Il se trouvait au mauvais endroit et était, semble-t-il, pollué...

Acte 2 - Le collectif décide, le 30 août 2017, de se constituer en association dénommée «GAEC du canal saint Martin» pour défendre collectivement cet espace. L'association se développe et va compter une cinquantaine d'adhérents dont une dizaine de jardiniers réguliers. Finalement, la Ville, dans une dynamique positive, vient de proposer un espace de 1000 voire 1500 m2, le long du canal, 150 mètres plus loin (106 canal saint Martin ?). Le collectif adopte cette attitude constructive et s'inscrit dans cette transition, ce transfert progressif, d'un jardin à l'autre en proposant un projet global pour le nouveau site.

Acte 3 L'association se donne pour finalités de:
Assurer une transition jardinière heureuse entre ces 2 espaces par la préservation des plantes sauvages comestibles et médicinales, des arbustes, des plantes perpétuelles, fleurs vivaces, condiments et leur transfert progressif dans le nouvel espace.
Piloter des actions pour valoriser la mémoire des lieux, mémoire ouvrière et vie sociale, mémoire immatérielle gardée par les anciens habitants du site des prairies. Nous voulons maintenir les contacts avec les gens du quartier, avec celles et ceux qui ont fait l'histoire des prairies. C'est ce qui fait la singularité, la spécificité du projet de ce jardin partagé mais aussi mémoriel.
Améliorer l'activité vivrière du jardin: produire tout au long de l'année et à titre gratuit des fruits, légumes, fleurs, condiments, le tout en mode de culture biologique. Rechercher les légumes anciens et originaux, les plantes perpétuelles et vivaces. Réinstallation d'une vigne des prairies et d'une pépinière. Installation d'un rucher (2 ruches). L'activité vivrière va de pair avec la convivialité: moments de détente, de discussions de ce qui va être planté, semé, arrosé, récolté, partagé. Des «retrouvailles» périodiques, des permanences sont organisées pour la bonne marche de cet espace.
Préserver les graines et variétés anciennes adaptées aux conditions locales, installation d'une grainothèque.
Expérimenter de nouvelles pratiques jardinières.
Échanger avec les autres jardins et associations, tels que Vert le Jardin 35, le jardin d'Armorique, le jardin Simone de Beauvoir mais aussi les étudiants présents sur le site.
Développer des actions pédagogiques en direction du public, des écoles et de la maison de retraite par la mise en place de carrés potagers surélevés, de panneaux informatifs. En cours d'année, propositions d'ateliers divers (confitures, baume, bouturages, récolte de miel, semis …) mais aussi apprendre le bien manger, le réveil du goût, la diversification des pratiques alimentaires et culinaires. Développer aussi la connaissance de la faune, des abeilles, des plantes sauvages comestibles. Des permanences pour le public seront assurées principalement par les jardiniers adhérents.
Insérer ce nouveau jardin collectif dans la trame verte de la Ville et dans la réflexion sur l'autonomie alimentaire, car la trame verte non seulement se préserve mais elle se cultive et se partage.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/gaec-du-canal-saint-martin-d-un-jardin-a-l-autre-une-histoire-a-preserver-et-a-developper,,2018,4.0,Saint Martin,-186104.59262513948,6127574.570548468
3-454,Liaison Coulée verte Gayeulles et Foret de Rennes,"Création d'un cheminement mixte piétons vélos reliant la coulée verte au parc des Gayeulles et le GR37 menant à la foret de Rennes.
Un projet avait déjà été déposé précédemment, mais n'a été que partiellement réalisé (en violet sur la photo). A la fin de la coulée verte , actuellement on doit traverser des lotissements et l'avenue Patton (tracé jaune sur la photo) pour rejoindre le parc des Gayeulles et le GR37 qui mène à la forêt (en bleu).
Le projet (tracé rouge) consiste à prolonger ce qui a déjà été fait cet été (tracé violet), traverser l'avenue Patton via une passerelle piéton/vélos et/ou feux de circulation à la demande. Les terrains d'emprise sont a priori disponibles.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/liaison-coulee-verte-gayeulles-et-foret-de-rennes,,2018,5.0,Maurepas - Bellangerais,-186246.30233691935,6130370.706801004
3-497,La boite à dons (Givebox),"Cette boite, ou box pourra recevoir les objets non utilisés, mais en bon état, que ce soit habillement, livres, petit électroménager, décoration ou autre des habitants du quartier à destination de ceux qui en auraient l'usage.

Il devra permettre de mettre les objets au sec tout en les laissant en libre accès et devra donc contenir de nombreux aménagements de stockage.",Non réalisable,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/la-boite-a-dons-givebox,,2018,8.0,Sud gare,,
3-551,Rénovation du square Paul-Langevin,"Aujourd'hui à l'abandon, et pourtant à proximité immédiate de 4 écoles et d'une maison de quartier, ce square mérite sa rénovation ! Nous proposons donc de réinvestir un des seuls espaces verts du quartier, et de créer un nouveau lieu de convivialité dans le quartier pour petits et grands.

On imagine un square avec :
- des jeux modernes pour les enfants, avec une structure pour les petits (de 1 à 3 ans) et une pour les 4-10 ans, et pourquoi pas une piste à trottinettes, draisiennes...
- un lieu de rassemblement pour les familles (pique-nique...), une boite à livres...
- à l’extérieur, une aire de déjection canine pour éviter les désagréments actuels
- des espaces paysagers embellis pour que tout le monde puisse en profiter.

Pour la tranquillité de tous, nous proposons aussi que le square soit fermé le soir.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/proposition-sans-titre-10,,2018,7.0,Francisco Ferrer - Landry - Poterie,-184524.18981434742,6123012.2100494495
7-134,La longère de l'enfance,Il s’agit de trouver un nouveau lieu d’accueil pour les enfants en complément de la Maison du Parc saturée.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/la-longere-de-lenfance,,2019,10.0,Villejean - Beauregard,-189675.053972843,6128776.3769579325
7-144,Votre Arbre Hanché (art branché) à Cleunay,"Création d’une sculpture belle, colorée, végétale permettant de s’abriter en attendant l’ouverture du collège et de charger son mobile grâce à des panneaux solaires.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/votre-arbre-hanche-art-branche-a-cleunay,,2019,9.0,Cleunay - Arsenal - Redon,-190196.0291897555,6123357.407336199
7-256,Préserver la biodiversité ordinaire de nos quartiers,Aménager des passages à micro-faunes pour créer des connexions biologiques et des gîtes à hérisson pour promouvoir la biodiversité.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/preserver-la-biodiversite-ordinaire-de-nos-quartiers,,2019,9.0,Cleunay - Arsenal - Redon,,
7-290,UN TOIT POUR LES MARTINETS ET LES CHAUVES-SOURIS,Le projet prévoit la pose de nichoirs artificiels sur les bâtiments municipaux à destination des martinets ainsi que la pose de gîtes pour les chauves-souris.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/un-toit-pour-les-martinets-et-les-chauves-souris,,2019,,,-187553.42692976302,6123319.853331002
7-445,Végétalisons les terres pleins centraux,Faire pousser des fleurs et des arbustes pour faire revivre les terres pleins centraux.,En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/vegetalisons-les-terres-pleins-centraux,,2019,,,-187905.5193471931,6125479.73445066
7-516,Des stationnements à vélo pluriels partout dans la ville ! :-),Installation de parkings à vélos clos en ville pour se déplacer et s’arrêter sans craindre le vol.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/proposition-sans-titre-31,,2019,,,,
7-518,Fontaines à eau,"Il s’agit d'installer, sur l’ensemble de la ville, des fontaines à boire extérieures raccordées au réseau d’eau potable.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/proposition-sans-titre-38,,2019,,,,
1-150,ACCES AU NUMERIQUE POUR TOUS — ILÔT ITALIE,Des outils informatiques (ordinateurs et imprimantes) ont été mis à disposition à l'Association Le Crabe Rouge afin de permettre l'accès à tous au numérique.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/acces-au-numerique-pour-tous-ilot-Italie,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/7be16fd803d83dc15e78849cc6f47ef0597bbac3.jpeg,2016,11.0,Le Blosne,-185636.8281248262,6121163.949295371
1-206,Jardin en trou de serrure,Il s'agit d'un jardin surélevé dont le centre est composé d’une colonne de compostage accessible par un chemin. Le compost irrigue et alimente l’ensemble du potager en nutriments. Un moyen simple à mettre en place et pourtant très efficace pour valoriser le compost. Ce procédé tient son nom de sa forme.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/jardin-en-trou-de-serrure,,2016,1.0,Centre,-186405.60052824454,6124298.228044371
1-339,Piste cyclable,"Sécurisation de la piste cyclable en bas de la rue Roger-Henri Guerrand, côté boulevard de Cleunay par un renforcement du marquage au sol.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/piste-cyclable,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/9360eb03e4ceb986bf903c0d91ea1d8991ff9927.jpeg,2016,9.0,Cleunay - Arsenal - Redon,-189080.94185047926,6123840.973611072
1-362,Pose de cendriers de rue,Mise en place de cendriers de rue.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg,2016,1.0,Centre,-187048.0253096125,6124848.866113189
1-364,"Pose de bancs publics et chaises fixées au sol
Place de la Mairie","Il s'agit de renforcer la présence de bancs sur l'espace public, adaptés aux personnes âgées et en situation de handicap.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-bancs-publics-et-chaises-fixees-au-sol,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/0e1bcb9d2d63639025ae9ba192b9f5b76aaf7890.jpeg,2016,,,-186934.59074849414,6125405.041483221
1-364,"Pose de bancs publics et chaises fixées au sol
Rue Toullier","Il s'agit de renforcer la présence de bancs sur l'espace public, adaptés aux personnes âgées et en situation de handicap.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-bancs-publics-et-chaises-fixees-au-sol,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/cbdd7cddb8eeb60b51629a3a04af640a66d9f32c.jpeg,2016,,,-186592.9512312496,6125058.427953448
1-364,"Pose de bancs publics et chaises fixées au sol
Rue de la Monnaie","Il s'agit de renforcer la présence de bancs sur l'espace public, adaptés aux personnes âgées et en situation de handicap.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-bancs-publics-et-chaises-fixees-au-sol,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/daa96dfdc824da6519449b92c06d6d489b7cb100.jpeg,2016,,,-187566.66281721837,6125289.6688043075
1-433,VELO BOX : des consignes a vélos sécurisés,"Installation de vélo box dans le centre-ville, proche de chez soi et ou de son lieu de travail pour laisser son vélo en toute sécurité.",Non réalisable,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/velo-box-des-consignes-a-velos-securises,,2016,,,,
1-487,"puisque l'on va dans le mur, autant le rendre beau","Il s'agit de faire intervenir un artiste ou graffeur pour habiller des façades d'immeubles sur le quartier du Blosne, en concertation avec les habitants.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/puisque-l-on-va-dans-le-mur-autant-le-rendre-beau,,2016,,,-187493.7930785451,6123824.920973145
1-560,"Croque-Rennes
Ferme des Gallets","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6e37abf837410e5b61094a4fb46a029cd0e56a99.jpeg,2016,,,-182528.78794187796,6127585.910703488
1-560,"Croque-Rennes
Parc de Maurepas","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6c8da4fd5eba24dfcaf494d6b69a41a5e3b8c343.jpeg,2016,,,-184260.9192186213,6127332.094943793
1-561,Mise en place de conteneurs enterrés rue de Paris/rue Edmond Lailler,Mise en place de conteneurs enterrés rue de Paris/rue Edmond Lailler.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/mise-en-place-de-conteneurs-enterres-rue-de-paris-rue-edmond-laille,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/d511b8a011cb000a411a041c38af5cb68246c806.jpeg,2016,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-184715.99329698423,6125849.540922641
1-564,"Un ""four à pain social"" dans le parc du Petit Bois, au Landry","Ce projet consiste à valoriser le parc du ""Petit-Bois"", situé au bout du Parc du Landry, en y construisant un four à pain social.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/un-four-a-pain-social-dans-le-parc-du-petit-bois-au-landry,,2016,7.0,Francisco Ferrer - Landry - Poterie,-182954.91895263465,6122291.85760034
